Chromosome,Start_Position,End_Position,Match_Position,Match_End_Position
BX284603.4,7419101,7419175,7426525,7426599
BX284603.4,7419101,7419200,7426995,7427094
BX284603.4,7419101,7419150,7427089,7427138
BX284603.4,7419101,7419175,7428781,7428855
BX284603.4,7419101,7419200,7429157,7429256
BX284603.4,7419101,7419175,7429299,7429373
BX284603.4,7419101,7419200,7430663,7430762
BX284603.4,7419101,7419175,7431463,7431537
BX284603.4,7419101,7419150,7432027,7432076
BX284603.4,7419101,7419200,7432309,7432408
BX284603.4,7419101,7419150,7432591,7432640
BX284603.4,7419101,7419200,7433859,7433958
BX284603.4,7419101,7419200,7434989,7435088
BX284603.4,7419101,7419200,7435083,7435182
BX284603.4,7419101,7419175,7435459,7435533
BX284603.4,7419101,7419175,7435647,7435721
BX284603.4,7419101,7419200,7436587,7436686
BX284603.4,7419101,7419200,7436729,7436828
BX284603.4,7419101,7419175,7437293,7437367
BX284603.4,7419101,7419200,7438281,7438380
BX284603.4,7419126,7419175,7419220,7419269
BX284603.4,7419126,7419200,7419408,7419482
BX284603.4,7419126,7419175,7419596,7419645
BX284603.4,7419126,7419175,7419784,7419833
BX284603.4,7419126,7419200,7420066,7420140
BX284603.4,7419126,7419200,7420348,7420422
BX284603.4,7419126,7419200,7420536,7420610
BX284603.4,7419126,7419200,7420630,7420704
BX284603.4,7419126,7419200,7420724,7420798
BX284603.4,7419126,7419200,7421006,7421080
BX284603.4,7419126,7419200,7421194,7421268
BX284603.4,7419126,7419200,7421570,7421644
BX284603.4,7419126,7419175,7421664,7421713
BX284603.4,7419126,7419200,7423028,7423102
BX284603.4,7419126,7419200,7423683,7423757
BX284603.4,7419126,7419175,7424153,7424202
BX284603.4,7419126,7419200,7424765,7424839
BX284603.4,7419126,7419175,7427866,7427915
BX284603.4,7419126,7419200,7428054,7428128
BX284603.4,7419126,7419175,7428242,7428291
BX284603.4,7419126,7419175,7428430,7428479
BX284603.4,7419126,7419175,7428524,7428573
BX284603.4,7419126,7419200,7428712,7428786
BX284603.4,7419126,7419175,7432804,7432853
BX284603.4,7419126,7419175,7433368,7433417
BX284603.4,7419126,7419200,7433978,7434052
BX284603.4,7419126,7419200,7434402,7434476
BX284603.4,7419126,7419200,7434496,7434570
BX284603.4,7419126,7419200,7434872,7434946
BX284603.4,7419126,7419200,7435296,7435370
BX284603.4,7419126,7419200,7435390,7435464
BX284603.4,7419126,7419200,7435860,7435934
BX284603.4,7419126,7419175,7436236,7436285
BX284603.4,7419126,7419175,7436330,7436379
BX284603.4,7419126,7419175,7436848,7436897
BX284603.4,7419126,7419200,7437036,7437110
BX284603.4,7419126,7419200,7437130,7437204
BX284603.4,7419126,7419175,7437600,7437649
BX284603.4,7419126,7419175,7437694,7437743
BX284603.4,7419126,7419200,7437882,7437956
BX284603.4,7419126,7419200,7437976,7438050
BX284603.4,7419126,7419200,7438164,7438238
BX284603.4,7419126,7419200,7438593,7438667
BX284603.4,7419126,7419175,7438687,7438736
BX284603.4,7419126,7419175,7438781,7438830
BX284603.4,7419126,7419200,7438875,7438949
BX284603.4,7419126,7419175,7438969,7439018
BX284603.4,7419151,7419200,7421501,7421550
BX284603.4,7419151,7419200,7423332,7423381
BX284603.4,7419151,7419200,7423426,7423475
BX284603.4,7419151,7419200,7423802,7423851
BX284603.4,7419151,7419200,7426669,7426718
BX284603.4,7419151,7419200,7430007,7430056
BX284603.4,7419151,7419200,7431277,7431326
BX284603.4,7419151,7419200,7431371,7431420
BX284603.4,7419151,7419200,7433767,7433816
BX284603.4,7419151,7419200,7434333,7434382
BX284603.4,7419151,7419200,7434709,7434758
BX284603.4,7419151,7419200,7434803,7434852
BX284603.4,7419151,7419200,7436543,7436592
BX284603.4,7419226,7419275,7419320,7419369
BX284603.4,7419226,7419275,7419414,7419463
BX284603.4,7419226,7419450,7419602,7419826
BX284603.4,7419226,7419275,7419696,7419745
BX284603.4,7419226,7419375,7419790,7419939
BX284603.4,7419226,7419275,7419884,7419933
BX284603.4,7419226,7419275,7420072,7420121
BX284603.4,7419226,7419475,7420166,7420415
BX284603.4,7419226,7419275,7420260,7420309
BX284603.4,7419226,7419275,7420354,7420403
BX284603.4,7419226,7419275,7420542,7420591
BX284603.4,7419226,7419275,7420636,7420685
BX284603.4,7419226,7419275,7420730,7420779
BX284603.4,7419226,7419275,7420918,7420967
BX284603.4,7419226,7419275,7421012,7421061
BX284603.4,7419226,7419275,7421106,7421155
BX284603.4,7419226,7419275,7421200,7421249
BX284603.4,7419226,7419275,7421388,7421437
BX284603.4,7419226,7419275,7421576,7421625
BX284603.4,7419226,7419375,7421670,7421819
BX284603.4,7419226,7419275,7421764,7421813
BX284603.4,7419226,7419275,7421906,7421955
BX284603.4,7419226,7419275,7422188,7422237
BX284603.4,7419226,7419275,7422282,7422331
BX284603.4,7419226,7419425,7422376,7422575
BX284603.4,7419226,7419275,7422470,7422519
BX284603.4,7419226,7419275,7423034,7423083
BX284603.4,7419226,7419275,7423689,7423738
BX284603.4,7419226,7419275,7423877,7423926
BX284603.4,7419226,7419275,7423971,7424020
BX284603.4,7419226,7419275,7424065,7424114
BX284603.4,7419226,7419375,7424159,7424308
BX284603.4,7419226,7419375,7424253,7424402
BX284603.4,7419226,7419375,7424347,7424496
BX284603.4,7419226,7419275,7424441,7424490
BX284603.4,7419226,7419275,7424629,7424678
BX284603.4,7419226,7419275,7424771,7424820
BX284603.4,7419226,7419275,7424959,7425008
BX284603.4,7419226,7419300,7426556,7426630
BX284603.4,7419226,7419275,7427026,7427075
BX284603.4,7419226,7419275,7427778,7427827
BX284603.4,7419226,7419375,7427872,7428021
BX284603.4,7419226,7419275,7427966,7428015
BX284603.4,7419226,7419275,7428060,7428109
BX284603.4,7419226,7419375,7428248,7428397
BX284603.4,7419226,7419275,7428342,7428391
BX284603.4,7419226,7419275,7428436,7428485
BX284603.4,7419226,7419475,7428530,7428779
BX284603.4,7419226,7419275,7428624,7428673
BX284603.4,7419226,7419275,7428718,7428767
BX284603.4,7419226,7419375,7428812,7428961
BX284603.4,7419226,7419375,7428906,7429055
BX284603.4,7419226,7419375,7429000,7429149
BX284603.4,7419226,7419275,7429094,7429143
BX284603.4,7419226,7419275,7429188,7429237
BX284603.4,7419226,7419375,7429330,7429479
BX284603.4,7419226,7419375,7429424,7429573
BX284603.4,7419226,7419375,7429518,7429667
BX284603.4,7419226,7419375,7429612,7429761
BX284603.4,7419226,7419275,7429706,7429755
BX284603.4,7419226,7419275,7430552,7430601
BX284603.4,7419226,7419275,7430694,7430743
BX284603.4,7419226,7419275,7431164,7431213
BX284603.4,7419226,7419275,7431494,7431543
BX284603.4,7419226,7419275,7432340,7432389
BX284603.4,7419226,7419300,7432810,7432884
BX284603.4,7419226,7419275,7433280,7433329
BX284603.4,7419226,7419375,7433374,7433523
BX284603.4,7419226,7419350,7433468,7433592
BX284603.4,7419226,7419275,7433562,7433611
BX284603.4,7419226,7419275,7433890,7433939
BX284603.4,7419226,7419275,7433984,7434033
BX284603.4,7419226,7419275,7434172,7434221
BX284603.4,7419226,7419275,7434408,7434457
BX284603.4,7419226,7419275,7434502,7434551
BX284603.4,7419226,7419275,7434878,7434927
BX284603.4,7419226,7419275,7435020,7435069
BX284603.4,7419226,7419275,7435114,7435163
BX284603.4,7419226,7419275,7435302,7435351
BX284603.4,7419226,7419275,7435396,7435445
BX284603.4,7419226,7419375,7435490,7435639
BX284603.4,7419226,7419275,7435584,7435633
BX284603.4,7419226,7419375,7435678,7435827
BX284603.4,7419226,7419275,7435772,7435821
BX284603.4,7419226,7419275,7435866,7435915
BX284603.4,7419226,7419375,7436336,7436485
BX284603.4,7419226,7419325,7436430,7436529
BX284603.4,7419226,7419275,7436618,7436667
BX284603.4,7419226,7419275,7436760,7436809
BX284603.4,7419226,7419275,7436854,7436903
BX284603.4,7419226,7419275,7437042,7437091
BX284603.4,7419226,7419275,7437136,7437185
BX284603.4,7419226,7419375,7437324,7437473
BX284603.4,7419226,7419375,7437418,7437567
BX284603.4,7419226,7419275,7437512,7437561
BX284603.4,7419226,7419275,7437606,7437655
BX284603.4,7419226,7419475,7437700,7437949
BX284603.4,7419226,7419275,7437794,7437843
BX284603.4,7419226,7419275,7437888,7437937
BX284603.4,7419226,7419275,7437982,7438031
BX284603.4,7419226,7419275,7438170,7438219
BX284603.4,7419226,7419275,7438312,7438361
BX284603.4,7419226,7419275,7438599,7438648
BX284603.4,7419226,7419300,7438693,7438767
BX284603.4,7419226,7419275,7438787,7438836
BX284603.4,7419226,7419275,7438881,7438930
BX284603.4,7419226,7419325,7438975,7439074
BX284603.4,7419251,7419375,7420849,7420973
BX284603.4,7419251,7419375,7421319,7421443
BX284603.4,7419251,7419375,7424560,7424684
BX284603.4,7419251,7419375,7427709,7427833
BX284603.4,7419251,7419375,7431095,7431219
BX284603.4,7419251,7419300,7432929,7432978
BX284603.4,7419251,7419300,7433023,7433072
BX284603.4,7419251,7419300,7433117,7433166
BX284603.4,7419251,7419375,7433211,7433335
BX284603.4,7419251,7419325,7433679,7433753
BX284603.4,7419251,7419300,7439142,7439191
BX284603.4,7419251,7419300,7439236,7439285
BX284603.4,7419276,7419325,7429944,7429993
BX284603.4,7419276,7419375,7430508,7430607
BX284603.4,7419276,7419375,7434128,7434227
BX284603.4,7419276,7419375,7437280,7437379
BX284603.4,7419301,7419350,7419489,7419538
BX284603.4,7419301,7419375,7419583,7419657
BX284603.4,7419301,7419350,7419959,7420008
BX284603.4,7419301,7419375,7420053,7420127
BX284603.4,7419301,7419375,7420147,7420221
BX284603.4,7419301,7419375,7420523,7420597
BX284603.4,7419301,7419375,7420617,7420691
BX284603.4,7419301,7419375,7420711,7420785
BX284603.4,7419301,7419375,7420993,7421067
BX284603.4,7419301,7419375,7421087,7421161
BX284603.4,7419301,7419375,7421557,7421631
BX284603.4,7419301,7419375,7421651,7421725
BX284603.4,7419301,7419375,7421887,7421961
BX284603.4,7419301,7419375,7422169,7422243
BX284603.4,7419301,7419375,7422263,7422337
BX284603.4,7419301,7419375,7422357,7422431
BX284603.4,7419301,7419375,7423015,7423089
BX284603.4,7419301,7419375,7423670,7423744
BX284603.4,7419301,7419375,7423858,7423932
BX284603.4,7419301,7419375,7423952,7424026
BX284603.4,7419301,7419375,7424046,7424120
BX284603.4,7419301,7419375,7424140,7424214
BX284603.4,7419301,7419375,7424752,7424826
BX284603.4,7419301,7419375,7424940,7425014
BX284603.4,7419301,7419375,7426537,7426611
BX284603.4,7419301,7419375,7427007,7427081
BX284603.4,7419301,7419375,7427853,7427927
BX284603.4,7419301,7419375,7428041,7428115
BX284603.4,7419301,7419350,7428135,7428184
BX284603.4,7419301,7419375,7428229,7428303
BX284603.4,7419301,7419375,7428511,7428585
BX284603.4,7419301,7419375,7428793,7428867
BX284603.4,7419301,7419375,7429169,7429243
BX284603.4,7419301,7419375,7429311,7429385
BX284603.4,7419301,7419350,7429781,7429830
BX284603.4,7419301,7419375,7430675,7430749
BX284603.4,7419301,7419375,7431475,7431549
BX284603.4,7419301,7419350,7431663,7431712
BX284603.4,7419301,7419375,7432321,7432395
BX284603.4,7419301,7419375,7432791,7432865
BX284603.4,7419301,7419375,7433355,7433429
BX284603.4,7419301,7419375,7433871,7433945
BX284603.4,7419301,7419375,7433965,7434039
BX284603.4,7419301,7419375,7434389,7434463
BX284603.4,7419301,7419375,7434483,7434557
BX284603.4,7419301,7419375,7435001,7435075
BX284603.4,7419301,7419375,7435095,7435169
BX284603.4,7419301,7419350,7435189,7435238
BX284603.4,7419301,7419475,7435283,7435457
BX284603.4,7419301,7419375,7435471,7435545
BX284603.4,7419301,7419375,7435659,7435733
BX284603.4,7419301,7419375,7435847,7435921
BX284603.4,7419301,7419350,7435941,7435990
BX284603.4,7419301,7419350,7436223,7436272
BX284603.4,7419301,7419375,7436317,7436391
BX284603.4,7419301,7419375,7436599,7436673
BX284603.4,7419301,7419375,7436741,7436815
BX284603.4,7419301,7419350,7436835,7436884
BX284603.4,7419301,7419350,7436929,7436978
BX284603.4,7419301,7419375,7437023,7437097
BX284603.4,7419301,7419375,7437117,7437191
BX284603.4,7419301,7419375,7437587,7437661
BX284603.4,7419301,7419375,7437681,7437755
BX284603.4,7419301,7419375,7437963,7438037
BX284603.4,7419301,7419350,7438057,7438106
BX284603.4,7419301,7419400,7438151,7438250
BX284603.4,7419301,7419375,7438293,7438367
BX284603.4,7419301,7419450,7438580,7438729
BX284603.4,7419301,7419375,7438862,7438936
BX284603.4,7419301,7419375,7438956,7439030
BX284603.4,7419326,7419375,7419420,7419469
BX284603.4,7419326,7419375,7419796,7419845
BX284603.4,7419326,7419375,7420360,7420409
BX284603.4,7419326,7419375,7421206,7421255
BX284603.4,7419326,7419375,7423789,7423838
BX284603.4,7419326,7419375,7424871,7424920
BX284603.4,7419326,7419375,7426656,7426705
BX284603.4,7419326,7419375,7428442,7428491
BX284603.4,7419326,7419375,7428724,7428773
BX284603.4,7419326,7419375,7434884,7434933
BX284603.4,7419326,7419375,7435402,7435451
BX284603.4,7419326,7419375,7437894,7437943
BX284603.4,7419326,7419375,7438699,7438748
BX284603.4,7419326,7419375,7438793,7438842
BX284603.4,7419401,7419450,7419495,7419544
BX284603.4,7419401,7419450,7419589,7419638
BX284603.4,7419401,7419475,7419683,7419757
BX284603.4,7419401,7419450,7419871,7419920
BX284603.4,7419401,7419450,7419965,7420014
BX284603.4,7419401,7419475,7420059,7420133
BX284603.4,7419401,7419450,7420153,7420202
BX284603.4,7419401,7419475,7420247,7420321
BX284603.4,7419401,7419475,7420529,7420603
BX284603.4,7419401,7419475,7420623,7420697
BX284603.4,7419401,7419475,7420717,7420791
BX284603.4,7419401,7419475,7420905,7420979
BX284603.4,7419401,7419475,7420999,7421073
BX284603.4,7419401,7419475,7421093,7421167
BX284603.4,7419401,7419475,7421187,7421261
BX284603.4,7419401,7419475,7421375,7421449
BX284603.4,7419401,7419475,7421563,7421637
BX284603.4,7419401,7419450,7421657,7421706
BX284603.4,7419401,7419475,7421751,7421825
BX284603.4,7419401,7419475,7421893,7421967
BX284603.4,7419401,7419475,7422175,7422249
BX284603.4,7419401,7419475,7422269,7422343
BX284603.4,7419401,7419450,7422363,7422412
BX284603.4,7419401,7419475,7422457,7422531
BX284603.4,7419401,7419475,7423021,7423095
BX284603.4,7419401,7419475,7423676,7423750
BX284603.4,7419401,7419475,7423864,7423938
BX284603.4,7419401,7419475,7423958,7424032
BX284603.4,7419401,7419475,7424052,7424126
BX284603.4,7419401,7419450,7424146,7424195
BX284603.4,7419401,7419450,7424240,7424289
BX284603.4,7419401,7419450,7424334,7424383
BX284603.4,7419401,7419475,7424428,7424502
BX284603.4,7419401,7419475,7424616,7424690
BX284603.4,7419401,7419475,7424758,7424832
BX284603.4,7419401,7419475,7424946,7425020
BX284603.4,7419401,7419450,7426543,7426592
BX284603.4,7419401,7419475,7427013,7427087
BX284603.4,7419401,7419450,7427765,7427814
BX284603.4,7419401,7419450,7427859,7427908
BX284603.4,7419401,7419475,7427953,7428027
BX284603.4,7419401,7419750,7428047,7428396
BX284603.4,7419401,7419450,7428141,7428190
BX284603.4,7419401,7419450,7428235,7428284
BX284603.4,7419401,7419475,7428329,7428403
BX284603.4,7419401,7419450,7428423,7428472
BX284603.4,7419401,7419450,7428517,7428566
BX284603.4,7419401,7419475,7428611,7428685
BX284603.4,7419401,7419450,7428799,7428848
BX284603.4,7419401,7419450,7428893,7428942
BX284603.4,7419401,7419450,7428987,7429036
BX284603.4,7419401,7419475,7429081,7429155
BX284603.4,7419401,7419475,7429175,7429249
BX284603.4,7419401,7419450,7429317,7429366
BX284603.4,7419401,7419450,7429411,7429460
BX284603.4,7419401,7419450,7429505,7429554
BX284603.4,7419401,7419450,7429599,7429648
BX284603.4,7419401,7419475,7429693,7429767
BX284603.4,7419401,7419475,7430539,7430613
BX284603.4,7419401,7419475,7430681,7430755
BX284603.4,7419401,7419475,7431151,7431225
BX284603.4,7419401,7419450,7431481,7431530
BX284603.4,7419401,7419475,7432327,7432401
BX284603.4,7419401,7419450,7432797,7432846
BX284603.4,7419401,7419475,7433267,7433341
BX284603.4,7419401,7419450,7433361,7433410
BX284603.4,7419401,7419450,7433455,7433504
BX284603.4,7419401,7419450,7433549,7433598
BX284603.4,7419401,7419475,7433877,7433951
BX284603.4,7419401,7419475,7433971,7434045
BX284603.4,7419401,7419475,7434159,7434233
BX284603.4,7419401,7419525,7434395,7434519
BX284603.4,7419401,7419475,7434489,7434563
BX284603.4,7419401,7419475,7435007,7435081
BX284603.4,7419401,7419475,7435101,7435175
BX284603.4,7419401,7419450,7435195,7435244
BX284603.4,7419401,7419475,7435289,7435363
BX284603.4,7419401,7419450,7435477,7435526
BX284603.4,7419401,7419475,7435571,7435645
BX284603.4,7419401,7419450,7435665,7435714
BX284603.4,7419401,7419450,7435759,7435808
BX284603.4,7419401,7419475,7435853,7435927
BX284603.4,7419401,7419450,7436229,7436278
BX284603.4,7419401,7419450,7436323,7436372
BX284603.4,7419401,7419450,7436417,7436466
BX284603.4,7419401,7419475,7436605,7436679
BX284603.4,7419401,7419475,7436747,7436821
BX284603.4,7419401,7419450,7436841,7436890
BX284603.4,7419401,7419450,7436935,7436984
BX284603.4,7419401,7419475,7437029,7437103
BX284603.4,7419401,7419475,7437123,7437197
BX284603.4,7419401,7419450,7437311,7437360
BX284603.4,7419401,7419450,7437405,7437454
BX284603.4,7419401,7419475,7437499,7437573
BX284603.4,7419401,7419450,7437593,7437642
BX284603.4,7419401,7419450,7437687,7437736
BX284603.4,7419401,7419475,7437781,7437855
BX284603.4,7419401,7419650,7437969,7438218
BX284603.4,7419401,7419450,7438063,7438112
BX284603.4,7419401,7419475,7438157,7438231
BX284603.4,7419401,7419475,7438299,7438373
BX284603.4,7419401,7419475,7438586,7438660
BX284603.4,7419401,7419475,7438868,7438942
BX284603.4,7419401,7419450,7438962,7439011
BX284603.4,7419426,7419475,7423325,7423374
BX284603.4,7419426,7419475,7423419,7423468
BX284603.4,7419426,7419475,7423795,7423844
BX284603.4,7419426,7419475,7426662,7426711
BX284603.4,7419426,7419475,7434702,7434751
BX284603.4,7419426,7419475,7434890,7434939
BX284603.4,7419476,7419650,7419946,7420120
BX284603.4,7419476,7419550,7436916,7436990
BX284603.4,7419501,7419650,7435201,7435350
BX284603.4,7419501,7419650,7438498,7438647
BX284603.4,7419551,7419650,7420585,7420684
BX284603.4,7419551,7419650,7420679,7420778
BX284603.4,7419551,7419650,7420961,7421060
BX284603.4,7419551,7419650,7421525,7421624
BX284603.4,7419551,7419650,7423638,7423737
BX284603.4,7419551,7419600,7424672,7424721
BX284603.4,7419551,7419650,7428009,7428108
BX284603.4,7419551,7419600,7429231,7429280
BX284603.4,7419551,7419625,7429749,7429823
BX284603.4,7419551,7419675,7432759,7432883
BX284603.4,7419551,7419750,7433323,7433522
BX284603.4,7419551,7419600,7433791,7433840
BX284603.4,7419551,7419600,7434733,7434782
BX284603.4,7419551,7419600,7436661,7436710
BX284603.4,7419551,7419650,7436803,7436902
BX284603.4,7419551,7419650,7437931,7438030
BX284603.4,7419576,7419650,7420516,7420590
BX284603.4,7419576,7419650,7437016,7437090
BX284603.4,7419576,7419825,7437674,7437923
BX284603.4,7419601,7419650,7419695,7419744
BX284603.4,7419601,7419750,7419789,7419938
BX284603.4,7419601,7419650,7419883,7419932
BX284603.4,7419601,7419825,7420165,7420389
BX284603.4,7419601,7419650,7420259,7420308
BX284603.4,7419601,7419650,7420353,7420402
BX284603.4,7419601,7419650,7420917,7420966
BX284603.4,7419601,7419650,7421105,7421154
BX284603.4,7419601,7419650,7421199,7421248
BX284603.4,7419601,7419650,7421387,7421436
BX284603.4,7419601,7419750,7421669,7421818
BX284603.4,7419601,7419650,7421763,7421812
BX284603.4,7419601,7419650,7421905,7421954
BX284603.4,7419601,7419650,7422187,7422236
BX284603.4,7419601,7419650,7422281,7422330
BX284603.4,7419601,7419800,7422375,7422574
BX284603.4,7419601,7419650,7422469,7422518
BX284603.4,7419601,7419650,7423033,7423082
BX284603.4,7419601,7419650,7423876,7423925
BX284603.4,7419601,7419650,7423970,7424019
